officerNumber,firstName,middleName,lastName,rank,workStatus,endDate,sex,race,hireDate,bureau,district,windowsUsername,employeeType,supervisorOfficerNumber
2997,Gretchen,U,Abernathy,POLICE RECRUIT ACADEMY,Terminated,2004-07-25,M,Black / African American,2004-07-11,FOB - Field Operations Bureau,NULL,17090,Non-Commissioned,NULL
2996,Paula,E,Hammes,POLICE RECRUIT ACADEMY,Terminated,2010-07-18,M,Hispanic,2010-01-31,FOB - Field Operations Bureau,NULL,20482,Non-Commissioned,NULL
2995,Arlo,W,Kub,POLICE RECRUIT ACADEMY,Terminated,2007-12-09,M,White,2007-11-25,FOB - Field Operations Bureau,NULL,18963,Non-Commissioned,NULL
2994,Friedrich,Z,Cassin,POLICE RECRUIT ACADEMY,Terminated,2009-01-04,M,Black / African American,2008-12-21,FOB - Field Operations Bureau,NULL,19708,Non-Commissioned,NULL
2993,Khalil,V,Mertz,POLICE RECRUIT ACADEMY,Terminated,2007-08-05,F,Black / African American,2007-07-22,FOB - Field Operations Bureau,NULL,18757,Non-Commissioned,NULL
2992,Eleazar,E,Muller,POLICE RECRUIT ACADEMY,Terminated,2008-12-21,F,Black / African American,2007-01-14,FOB - Field Operations Bureau,NULL,18433,Non-Commissioned,NULL
2991,Maynard,Q,Daniel,POLICE RECRUIT ACADEMY,Terminated,1999-03-13,F,Black / African American,1998-09-27,FOB - Field Operations Bureau,NULL,8194,Non-Commissioned,NULL
2990,Charlene,E,Rippin,POLICE RECRUIT ACADEMY,Terminated,2010-07-18,F,Black / African American,2009-09-13,FOB - Field Operations Bureau,NULL,20306,Non-Commissioned,NULL
2989,Tracey,H,Hackett,POLICE RECRUIT ACADEMY,Terminated,2002-05-05,F,Black / African American,2001-11-25,FOB - Field Operations Bureau,NULL,14085,Non-Commissioned,NULL
2988,Timothy,Q,Rohan,POLICE RECRUIT ACADEMY,Terminated,2007-06-24,M,Black / African American,2007-03-11,FOB - Field Operations Bureau,NULL,18480,Non-Commissioned,NULL
2987,Eleanore,D,Terry,POLICE RECRUIT ACADEMY,Terminated,2005-05-01,F,Black / African American,2004-12-19,FOB - Field Operations Bureau,NULL,17401,Non-Commissioned,NULL
2986,Violette,K,Kling,POLICE RECRUIT ACADEMY,Terminated,1997-12-03,M,Black / African American,1997-10-05,NULL,NULL,10309,Non-Commissioned,NULL
2985,Rocky,H,Lind,POLICE RECRUIT ACADEMY,Terminated,2009-11-08,M,White,2009-09-13,FOB - Field Operations Bureau,NULL,20332,Non-Commissioned,NULL
2984,Elian,K,Doyle,POLICE RECRUIT ACADEMY,Terminated,2010-07-18,M,White,2010-01-31,FOB - Field Operations Bureau,NULL,20466,Non-Commissioned,NULL
2983,Sam,L,Stoltenberg,POLICE RECRUIT ACADEMY,Terminated,2003-09-10,M,White,2001-08-05,FOB - Field Operations Bureau,NULL,13869,Non-Commissioned,NULL
2982,Cleora,H,Erdman,POLICE RECRUIT ACADEMY,Terminated,1999-03-11,M,White,1998-11-22,FOB - Field Operations Bureau,NULL,10447,Non-Commissioned,NULL
2981,Cordie,K,Schulist,POLICE RECRUIT ACADEMY,Terminated,2006-05-14,M,Black / African American,2005-05-08,FOB - Field Operations Bureau,NULL,17614,Non-Commissioned,NULL
2980,Albert,A,Rempel,POLICE RECRUIT ACADEMY,Terminated,2010-04-25,M,Black / African American,2009-09-13,FOB - Field Operations Bureau,NULL,20297,Non-Commissioned,NULL
2979,Demario,G,Mitchell,POLICE RECRUIT ACADEMY,Terminated,2001-08-26,M,White,2000-12-24,FOB - Field Operations Bureau,NULL,12986,Commissioned,NULL
2978,Destinee,B,Kub,POLICE RECRUIT ACADEMY,Terminated,2010-07-18,M,Black / African American,2009-05-31,ISB - Investigations and Support Bureau,NULL,19981,Non-Commissioned,NULL
2977,Odessa,N,Prohaska,POLICE RECRUIT ACADEMY,Terminated,2010-06-20,M,Hispanic,2009-10-25,FOB - Field Operations Bureau,NULL,20379,Non-Commissioned,NULL
2976,Jace,G,West,POLICE RECRUIT ACADEMY,Terminated,2000-12-03,F,Black / African American,2000-05-28,FOB - Field Operations Bureau,NULL,12108,Non-Commissioned,NULL
2975,Carroll,D,Halvorson,POLICE RECRUIT ACADEMY,Terminated,2010-03-28,M,White,2010-01-31,FOB - Field Operations Bureau,NULL,20484,Non-Commissioned,NULL
2974,Mazie,J,Adams,POLICE RECRUIT ACADEMY,Terminated,2010-03-14,M,White,2010-02-07,FOB - Field Operations Bureau,NULL,20492,Non-Commissioned,NULL
2973,Chris,D,Considine,POLICE RECRUIT ACADEMY,Terminated,2001-07-15,M,Black / African American,2001-07-01,FOB - Field Operations Bureau,NULL,13767,Non-Commissioned,NULL
2972,Dejon,U,Mann,POLICE RECRUIT ACADEMY,Terminated,2003-05-18,F,Black / African American,2003-01-19,FOB - Field Operations Bureau,NULL,15258,Non-Commissioned,NULL
2971,Rosendo,M,Davis,POLICE RECRUIT ACADEMY,Terminated,2010-07-18,M,Black / African American,2009-11-22,FOB - Field Operations Bureau,NULL,20391,Non-Commissioned,NULL
2970,Noah,A,Nikolaus,POLICE RECRUIT ACADEMY,Terminated,2005-01-23,M,White,2004-10-17,FOB - Field Operations Bureau,NULL,17307,Non-Commissioned,NULL
2969,Bailey,E,Ratke,POLICE RECRUIT ACADEMY,Terminated,2005-11-13,M,White,2005-06-26,FOB - Field Operations Bureau,NULL,17947,Non-Commissioned,NULL
2968,Aniya,O,Hettinger,POLICE RECRUIT ACADEMY,Terminated,2008-04-27,M,Black / African American,2008-03-23,FOB - Field Operations Bureau,NULL,19115,Non-Commissioned,NULL
2967,Xander,T,Koss,POLICE RECRUIT ACADEMY,Terminated,2008-09-28,M,Black / African American,2008-07-27,FOB - Field Operations Bureau,NULL,19393,Non-Commissioned,NULL
2966,Israel,T,Bradtke,POLICE RECRUIT ACADEMY,Terminated,2010-07-18,M,Black / African American,2010-02-07,FOB - Field Operations Bureau,NULL,20491,Non-Commissioned,NULL
2965,Wilhelmine,K,Hyatt,POLICE RECRUIT ACADEMY,Terminated,2001-01-14,F,Asian / Pacific Islander,2000-12-24,FOB - Field Operations Bureau,NULL,12980,Non-Commissioned,NULL
2964,Erling,V,Hirthe,POLICE RECRUIT ACADEMY,Terminated,2009-11-08,F,Black / African American,2009-09-13,FOB - Field Operations Bureau,NULL,20294,Non-Commissioned,NULL
2963,Mckenna,U,Greenholt,POLICE RECRUIT ACADEMY,Terminated,1998-02-06,F,Black / African American,1993-05-04,NULL,NULL,9448,Commissioned,NULL
2962,Petra,Y,Veum,POLICE RECRUIT ACADEMY,Terminated,1998-03-05,M,Black / African American,1997-06-29,NULL,NULL,8230,Non-Commissioned,NULL
2961,Alba,F,Crist,POLICE RECRUIT ACADEMY,Terminated,2009-08-16,M,Black / African American,2009-05-17,FOB - Field Operations Bureau,NULL,19910,Non-Commissioned,NULL
2960,Kirstin,A,Jaskolski,POLICE OFFICER 1,Active,2004-06-13,F,White,2004-04-25,MSB - Management Service Bureau,NULL,16514,Non-Commissioned,NULL
2959,Shawn,P,Harvey,POLICE RECRUIT ACADEMY,Terminated,2001-05-06,F,Hispanic,2000-12-24,FOB - Field Operations Bureau,NULL,12972,Non-Commissioned,NULL
2958,Cortney,H,Ledner,POLICE OFFICER 1,Terminated,NULL,M,White,2010-02-07,FOB - Field Operations Bureau,Second District,20488,Commissioned,3412
2957,Gaetano,X,Kerluke,POLICE RECRUIT ACADEMY,Terminated,2010-03-14,M,White,2010-01-31,FOB - Field Operations Bureau,NULL,20481,Non-Commissioned,NULL
2956,Sebastian,H,Eichmann,POLICE RECRUIT ACADEMY,Terminated,2010-07-18,M,White,2010-02-07,FOB - Field Operations Bureau,NULL,20489,Non-Commissioned,NULL
2955,Lelah,J,Douglas,POLICE RECRUIT ACADEMY,Terminated,2001-12-30,M,Black / African American,2001-09-30,FOB - Field Operations Bureau,NULL,13975,Non-Commissioned,NULL
2954,Roma,Y,Ullrich,POLICE PAYROLL SPECIALIST,Terminated,2005-10-14,F,Black / African American,1984-09-16,MSB - Management Service Bureau,NULL,9541,Non-Commissioned,NULL
2953,Imelda,J,O'Kon,POLICE OFFICER 4,Retired,2005-01-09,F,Black / African American,1978-04-17,FOB - Field Operations Bureau,NULL,7908,Commissioned,NULL
2952,Elisabeth,M,Mayer,POLICE OFFICER 4,Deceased,2009-06-21,F,Black / African American,1991-04-22,FOB - Field Operations Bureau,Fourth District,6927,Commissioned,NULL
2951,Aylin,L,Mitchell,POLICE OFFICER 4,Active,NULL,M,Black / African American,2001-04-01,FOB - Field Operations Bureau,Second District,13123,Commissioned,3631
2950,Maci,T,Willms,POLICE OFFICER 4,Retired,2007-10-14,F,Black / African American,1980-10-12,MSB - Management Service Bureau,NULL,8521,Commissioned,NULL
2949,Garnet,M,Abshire,POLICE OFFICER 4,Active,NULL,M,White,1997-09-14,ISB - Investigations and Support Bureau,NULL,9228,Commissioned,3390
2948,Julio,J,Mann,POLICE OFFICER 4,Terminated,2005-10-16,M,Black / African American,1983-06-06,FOB - Field Operations Bureau,Third District,8218,Commissioned,NULL
2947,Danika,X,Labadie,POLICE OFFICER 4,Terminated,NULL,M,Black / African American,1987-01-20,FOB - Field Operations Bureau,Eighth District,9715,Commissioned,3628
2946,Maximus,D,Bogisich,POLICE OFFICER 4,Terminated,2007-11-25,M,Black / African American,1988-11-13,FOB - Field Operations Bureau,First District,6905,Commissioned,NULL
2945,Janick,V,Rutherford,POLICE OFFICER 4,Terminated,NULL,M,White,1983-02-27,FOB - Field Operations Bureau,Eighth District,10237,Commissioned,323
2944,Danny,V,Barton,POLICE OFFICER 4,Retired,1999-11-07,M,White,1974-02-20,FOB - Field Operations Bureau,NULL,6115,Commissioned,NULL
2943,Tyreek,S,Stanton,POLICE OFFICER 4,Retired,2013-07-14,M,White,1964-05-06,FOB - Field Operations Bureau,NULL,7139,Commissioned,NULL
2942,Lacey,J,Renner,POLICE OFFICER 4,Active,NULL,M,Black / African American,1997-10-05,FOB - Field Operations Bureau,NULL,9453,Commissioned,2764
2941,Tamara,D,Sporer,POLICE OFFICER 4,Retired,2002-06-16,M,White,1976-08-09,FOB - Field Operations Bureau,Third District,8552,Commissioned,NULL
2940,Arden,V,Parker,POLICE OFFICER 4,Active,NULL,M,White,1994-12-11,ISB - Investigations and Support Bureau,NULL,6058,Commissioned,1522
2939,Moses,R,Spencer,POLICE OFFICER 4,Retired,2010-11-07,M,Black / African American,1971-06-11,Compliance Bureau,NULL,8420,Commissioned,NULL
2938,Conrad,R,Hintz,POLICE OFFICER 4,Retired,2003-05-04,M,Black / African American,1974-06-03,NULL,NULL,9477,Commissioned,NULL
2937,Helene,Q,Bode,POLICE OFFICER 4,Retired,2014-01-26,M,Black / African American,1985-02-10,MSB - Management Service Bureau,NULL,9243,Commissioned,2172
2936,Newell,D,Mosciski,POLICE OFFICER 4,Retired,2011-01-16,M,Black / African American,1977-05-10,FOB - Field Operations Bureau,NULL,8403,Commissioned,NULL
2935,Leopoldo,K,Schowalter,POLICE OFFICER 4,Retired,2010-11-21,M,Black / African American,1987-11-29,ISB - Investigations and Support Bureau,NULL,9109,Commissioned,NULL
2934,Elbert,J,Goldner,POLICE OFFICER 4,Terminated,1997-12-05,M,White,1974-10-21,NULL,NULL,9696,Commissioned,NULL
2933,Marisol,K,Bashirian,POLICE OFFICER 4,Terminated,2009-07-19,M,Black / African American,1996-02-04,MSB - Management Service Bureau,NULL,7626,Commissioned,NULL
2932,Sven,D,Bruen,POLICE OFFICER 4,Terminated,2006-10-15,M,Black / African American,1997-06-29,MSB - Management Service Bureau,NULL,8139,Commissioned,NULL
2931,Adolfo,K,Schiller,POLICE OFFICER 4,Retired,2013-08-25,M,White,1984-08-26,FOB - Field Operations Bureau,NULL,6763,Commissioned,3628
2930,Lottie,G,Gutmann,POLICE OFFICER 4,Retired,2002-10-20,M,White,1977-04-05,MSB - Management Service Bureau,NULL,6790,Commissioned,NULL
2929,Tate,K,Schulist,POLICE SERGEANT,Active,NULL,M,Black / African American,1994-11-27,PIB - Public Integrity Bureau,NULL,7982,Commissioned,27
2928,Rudy,E,Pacocha,POLICE OFFICER 4,Retired,2002-12-15,M,Black / African American,1980-09-14,ISB - Investigations and Support Bureau,NULL,9014,Commissioned,NULL
2927,Randall,G,Prohaska,POLICE OFFICER 4,Terminated,2005-01-23,M,White,1984-06-03,MSB - Management Service Bureau,NULL,7289,Commissioned,NULL
2926,Aliya,U,Beatty,POLICE OFFICER 4,Terminated,NULL,M,Black / African American,1994-08-21,MSB - Management Service Bureau,NULL,6362,Commissioned,3627
2925,Myrtice,V,Lindgren,POLICE OFFICER 4,Retired,1999-06-15,M,White,1974-10-07,MSB - Management Service Bureau,NULL,9681,Commissioned,NULL
2924,Agnes,X,Lueilwitz,POLICE OFFICER 4,Terminated,NULL,M,Black / African American,1987-06-15,MSB - Management Service Bureau,NULL,9329,Commissioned,3731
2923,Rudy,J,Durgan,POLICE OFFICER 4,Active,NULL,M,Black / African American,1991-09-22,FOB - Field Operations Bureau,Third District,8721,Commissioned,3558
2922,Monica,I,Krajcik,POLICE OFFICER 4,Retired,2009-02-01,M,White,1976-03-10,MSB - Management Service Bureau,NULL,10242,Commissioned,NULL
2921,Asa,C,Hand,POLICE OFFICER 4,Active,NULL,M,White,1996-10-13,FOB - Field Operations Bureau,Fourth District,8208,Commissioned,3453
2920,Alexie,P,Kuhic,POLICE OFFICER 4,Retired,2002-12-15,M,White,1973-04-02,FOB - Field Operations Bureau,Third District,6188,Commissioned,NULL
2919,Kale,O,Durgan,POLICE OFFICER 4,Retired,2006-01-22,M,White,1976-12-13,MSB - Management Service Bureau,NULL,8534,Commissioned,NULL
2918,Randy,F,Jacobson,POLICE OFFICER 4,Active,NULL,M,Black / African American,1991-12-08,FOB - Field Operations Bureau,Second District,2931,Commissioned,796
2917,Daija,A,Cremin,POLICE OFFICER 4,Active,NULL,F,Black / African American,2000-11-05,MSB - Management Service Bureau,NULL,12869,Commissioned,2917
2916,Jackie,M,Leannon,POLICE OFFICER 4,Terminated,2000-01-03,M,Black / African American,1980-02-03,MSB - Management Service Bureau,NULL,11574,Commissioned,3552
2915,Wava,K,Ziemann,POLICE OFFICER 4,Retired,2011-07-31,F,White,1989-06-25,MSB - Management Service Bureau,NULL,9084,Commissioned,NULL
2914,Josie,L,O'Connell,POLICE OFFICER 4,Active,NULL,M,Black / African American,1987-06-29,NULL,NULL,9389,Commissioned,3368
2913,Ian,Z,Emard,POLICE OFFICER 4,Terminated,NULL,M,Black / African American,1998-02-15,FOB - Field Operations Bureau,Sixth District,6970,Commissioned,3341
2912,Brisa,J,Schmidt,POLICE OFFICER 4,Active,NULL,F,Black / African American,1999-12-05,FOB - Field Operations Bureau,Fourth District,11612,Commissioned,3733
2911,Rahul,O,Abbott,POLICE OFFICER 4,Retired,2006-06-25,F,Black / African American,1970-09-29,MSB - Management Service Bureau,NULL,9635,Commissioned,NULL
2910,Amara,O,Hirthe,POLICE OFFICER 4,Retired,2009-11-08,F,Black / African American,1988-06-26,FOB - Field Operations Bureau,First District,7346,Commissioned,NULL
2909,Marta,H,Sanford,POLICE OFFICER 4,Retired,2010-08-15,F,Black / African American,1979-05-27,MSB - Management Service Bureau,NULL,7423,Commissioned,NULL
2908,Maybell,G,Rogahn,POLICE OFFICER 4,Active,NULL,M,Black / African American,1994-12-11,FOB - Field Operations Bureau,NULL,6515,Commissioned,3462
2907,Kenneth,S,Block,Police Academy Firearms Instru,Terminated,2012-02-12,M,Black / African American,1987-01-20,MSB - Management Service Bureau,NULL,7248,Commissioned,NULL
2906,Carmela,H,Kulas,POLICE OFFICER 4,Active,NULL,F,Black / African American,1998-08-02,ISB - Investigations and Support Bureau,NULL,7726,Commissioned,1522
2905,Salma,Z,Wiegand,POLICE OFFICER 4,Active,NULL,M,Hispanic,1997-04-06,FOB - Field Operations Bureau,Eighth District,6029,Commissioned,2503
2904,Roosevelt,A,King,POLICE OFFICER 4,Terminated,2010-12-05,F,Black / African American,1993-03-02,FOB - Field Operations Bureau,Third District,7550,Commissioned,NULL
2903,Murray,L,Parker,POLICE OFFICER 4,Retired,2011-02-13,M,Black / African American,1982-01-31,FOB - Field Operations Bureau,NULL,6858,Commissioned,NULL
2902,Kelsi,R,Davis,POLICE OFFICER 4,Active,NULL,M,Black / African American,1977-03-25,FOB - Field Operations Bureau,Seventh District,9036,Commissioned,3536
2901,Ansel,N,Dickens,POLICE OFFICER 4,Active,NULL,F,Black / African American,2000-12-24,ISB - Investigations and Support Bureau,NULL,12977,Commissioned,1422
2900,Barbara,M,Beier,POLICE OFFICER 4,Retired,2013-07-14,M,Asian / Pacific Islander,1984-07-23,Office of the Superintendant,NULL,10404,Commissioned,3555
2899,Ross,G,Donnelly,POLICE SERGEANT,Active,NULL,M,Black / African American,1999-11-28,MSB - Management Service Bureau,NULL,11607,Commissioned,3355
2898,Lupe,A,Morar,POLICE SERGEANT,Active,NULL,M,Black / African American,1989-02-20,FOB - Field Operations Bureau,Third District,9316,Commissioned,654
2897,Louie,S,Strosin,POLICE OFFICER 4,Terminated,2011-08-14,M,Black / African American,1995-10-08,ISB - Investigations and Support Bureau,NULL,9914,Commissioned,NULL
2896,Merle,T,Treutel,POLICE OFFICER 4,Active,NULL,M,White,2010-07-18,ISB - Investigations and Support Bureau,NULL,20811,Commissioned,3732
2895,Lottie,J,Schulist,POLICE SERGEANT,Active,NULL,F,Black / African American,1999-09-12,PIB - Public Integrity Bureau,NULL,11433,Commissioned,673
2894,Erika,Q,Monahan,POLICE OFFICER 4,Terminated,2015-04-17,M,Black / African American,1989-04-09,FOB - Field Operations Bureau,Fourth District,7648,Commissioned,3339
2893,Jolie,E,Koss,POLICE OFFICER 4,Terminated,NULL,F,White,1997-08-03,MSB - Management Service Bureau,NULL,8709,Commissioned,3481
2892,Alexandria,C,Koch,POLICE OFFICER 4,Active,NULL,F,Black / African American,1997-06-01,FOB - Field Operations Bureau,Fourth District,10383,Commissioned,3627
2891,Cassie,A,Harvey,POLICE OFFICER 4,Terminated,2004-12-12,F,Black / African American,1991-02-03,MSB - Management Service Bureau,NULL,8691,Commissioned,NULL
2890,Oliver,V,Dach,POLICE OFFICER 4,Terminated,NULL,M,Black / African American,1987-06-15,FOB - Field Operations Bureau,Eighth District,8234,Commissioned,2686
2889,Ansel,F,Hegmann,POLICE OFFICER 4,Deceased,2008-05-25,M,Black / African American,1991-06-02,FOB - Field Operations Bureau,NULL,7061,Commissioned,NULL
2888,Mozelle,C,Jones,POLICE OFFICER 4,Terminated,2014-05-03,M,White,1998-12-20,MSB - Management Service Bureau,NULL,9317,Commissioned,3464
2887,Randal,U,Wisozk,POLICE OFFICER 4,Terminated,2012-07-29,F,Black / African American,2003-11-23,FOB - Field Operations Bureau,Fourth District,16241,Commissioned,NULL
2886,Micaela,I,Russel,POLICE OFFICER 4,Active,NULL,M,Black / African American,2000-12-24,ISB - Investigations and Support Bureau,NULL,12985,Commissioned,1359
2885,Anahi,R,Abernathy,POLICE OFFICER 4,Retired,2002-02-24,M,White,1971-01-18,MSB - Management Service Bureau,NULL,6745,Commissioned,NULL
2884,Marlene,P,Cassin,POLICE OFFICER 4,Retired,1998-01-09,M,White,1974-10-21,NULL,NULL,7272,Commissioned,NULL
2883,Reina,E,Berge,POLICE OFFICER 4,Active,NULL,M,White,1997-06-01,MSB - Management Service Bureau,NULL,9392,Commissioned,2615
2882,Mathew,J,Steuber,POLICE OFFICER 4,Terminated,2003-12-14,M,Black / African American,1988-07-10,MSB - Management Service Bureau,NULL,8098,Commissioned,NULL
2881,Noemie,M,King,Reserve Officers,Active,2008-02-17,M,Black / African American,1998-07-05,FOB - Field Operations Bureau,NULL,6226,Commissioned,2850
2880,Berenice,Z,McGlynn,POLICE OFFICER 4,Retired,2007-06-10,M,White,1982-10-24,MSB - Management Service Bureau,NULL,9703,Commissioned,NULL
2879,Agnes,J,Ullrich,POLICE OFFICER 4,Retired,2004-10-03,M,White,1980-11-16,MSB - Management Service Bureau,NULL,7301,Commissioned,NULL
2878,Adolfo,J,Rowe,POLICE OFFICER 4,Terminated,2011-03-27,M,White,1997-10-05,MSB - Management Service Bureau,NULL,6064,Commissioned,NULL
2877,Ariel,I,Wilderman,POLICE OFFICER 4,Terminated,NULL,M,Black / African American,1994-10-30,ISB - Investigations and Support Bureau,NULL,9936,Commissioned,3707
2876,Meda,X,Bartoletti,POLICE OFFICER 4,Active,NULL,M,Black / African American,2001-03-25,FOB - Field Operations Bureau,Second District,13100,Commissioned,796
2875,Hildegard,C,Kris,POLICE OFFICER 4,Terminated,2008-06-22,M,Black / African American,1997-02-02,MSB - Management Service Bureau,NULL,9479,Commissioned,NULL
2874,Demario,V,Walter,POLICE OFFICER 4,Active,NULL,M,Black / African American,2001-04-01,ISB - Investigations and Support Bureau,NULL,13122,Commissioned,1359
2873,Rylee,V,Dickens,POLICE OFFICER 4,Retired,1997-02-15,M,White,1967-11-02,NULL,NULL,6667,Commissioned,NULL
2872,Hosea,Y,Bahringer,POLICE OFFICER 4,Deceased,2007-11-11,M,Black / African American,1988-04-10,ISB - Investigations and Support Bureau,NULL,8679,Commissioned,NULL
2871,Glen,N,Barrows,POLICE OFFICER 4,Retired,1997-04-02,M,Black / African American,1970-09-03,NULL,NULL,10114,Commissioned,NULL
2870,Gust,G,Grady,POLICE OFFICER 4,Active,NULL,M,Black / African American,1990-02-04,FOB - Field Operations Bureau,Fifth District,9231,Commissioned,3435
2869,Sunny,Y,Balistreri,POLICE OFFICER 4,Terminated,2005-10-30,M,Black / African American,1991-05-05,NULL,NULL,9873,Commissioned,NULL
2868,Bennie,S,Smitham,POLICE OFFICER 4,Terminated,NULL,M,Black / African American,1991-11-17,FOB - Field Operations Bureau,NULL,8107,Commissioned,2583
2867,Jacinthe,O,Jacobi,POLICE OFFICER 4,Terminated,2015-08-23,M,Black / African American,1980-09-28,FOB - Field Operations Bureau,Eighth District,8636,Commissioned,3323
2866,Thora,J,Labadie,POLICE OFFICER 4,Terminated,2015-06-11,M,Black / African American,1989-12-10,ISB - Investigations and Support Bureau,NULL,8863,Commissioned,3554
2865,Dasia,L,Hyatt,POLICE OFFICER 4,Active,NULL,M,Black / African American,1997-06-22,FOB - Field Operations Bureau,Eighth District,9870,Commissioned,2817
2864,Maynard,B,Toy,POLICE OFFICER 4,Active,NULL,M,Black / African American,1999-09-19,FOB - Field Operations Bureau,Eighth District,11431,Commissioned,2817
2863,Lance,I,Wisozk,POLICE OFFICER 4,Terminated,NULL,F,Black / African American,1997-06-29,MSB - Management Service Bureau,NULL,8090,Commissioned,323
2862,Amara,R,Murphy,POLICE OFFICER 4,Active,NULL,F,Black / African American,1999-12-26,FOB - Field Operations Bureau,Seventh District,11651,Commissioned,3719
2861,Tanya,W,Wintheiser,POLICE OFFICER 4,Active,NULL,F,Black / African American,1991-06-23,FOB - Field Operations Bureau,Fourth District,7043,Commissioned,2892
2860,Dianna,D,Farrell,POLICE OFFICER 4,Terminated,2013-06-16,M,Black / African American,2000-02-13,MSB - Management Service Bureau,NULL,11700,Commissioned,3481
2859,Euna,B,Kihn,POLICE OFFICER 4,Active,NULL,M,Black / African American,1981-06-10,ISB - Investigations and Support Bureau,NULL,9307,Commissioned,3569
2858,Piper,C,Lang,POLICE OFFICER 4,Retired,2008-07-20,F,White,1987-11-01,MSB - Management Service Bureau,NULL,8115,Commissioned,NULL
2857,Carissa,K,Smitham,POLICE OFFICER 4,Active,NULL,F,Black / African American,2001-05-06,FOB - Field Operations Bureau,First District,13214,Commissioned,2100
2856,Fletcher,J,Windler,POLICE OFFICER 4,Retired,2008-07-20,M,White,1989-01-08,NULL,NULL,6922,Commissioned,NULL
2855,Erin,M,Breitenberg,POLICE OFFICER 4,Retired,2009-10-11,M,White,1989-08-28,MSB - Management Service Bureau,NULL,8358,Commissioned,NULL
2854,Jamir,X,Auer,POLICE OFFICER 4,Active,NULL,M,White,1998-05-24,ISB - Investigations and Support Bureau,NULL,7803,Commissioned,3367
2853,Nicholaus,H,Osinski,POLICE OFFICER 4,Active,NULL,M,White,1997-07-06,Office of the Superintendant,NULL,10328,Commissioned,3527
2852,Brenden,A,McClure,POLICE OFFICER 4,Terminated,NULL,M,White,1991-02-10,ISB - Investigations and Support Bureau,NULL,8879,Commissioned,3367
2851,George,E,Kessler,POLICE OFFICER 4,Retired,2000-03-11,M,White,1974-01-09,MSB - Management Service Bureau,NULL,8978,Commissioned,NULL
2850,Kyla,E,Smith,POLICE OFFICER 4,Terminated,NULL,M,Black / African American,1988-06-26,FOB - Field Operations Bureau,Eighth District,7718,Commissioned,3595
2849,Isaac,W,Champlin,POLICE OFFICER 4,Retired,2004-09-05,M,White,1972-04-17,ISB - Investigations and Support Bureau,NULL,7216,Commissioned,NULL
2848,Kassandra,Q,Barrows,POLICE OFFICER 4,Terminated,2011-07-03,M,White,2000-10-29,FOB - Field Operations Bureau,Second District,12867,Commissioned,NULL
2847,Simone,R,Little,POLICE OFFICER 4,Active,NULL,M,White,1996-02-11,MSB - Management Service Bureau,NULL,8933,Commissioned,3464
2846,Nathanael,N,Muller,POLICE OFFICER 4,Terminated,2004-11-02,F,Black / African American,1988-12-25,FOB - Field Operations Bureau,First District,7017,Commissioned,NULL
2845,Isac,T,Homenick,POLICE OFFICER 4,Terminated,NULL,M,Black / African American,1988-06-05,MSB - Management Service Bureau,NULL,6811,Commissioned,3568
2844,Kieran,G,Considine,POLICE OFFICER 4,Active,NULL,F,Black / African American,1997-05-12,ISB - Investigations and Support Bureau,NULL,2854,Commissioned,3640
2843,Emmalee,T,Stracke,POLICE OFFICER 4,Deceased,2007-06-24,M,Black / African American,1982-01-03,FOB - Field Operations Bureau,NULL,7386,Commissioned,NULL
2842,Candida,H,Kutch,POLICE OFFICER 4,Active,NULL,M,Black / African American,1989-06-26,FOB - Field Operations Bureau,Fourth District,8071,Commissioned,2366
2841,Wilfred,P,Hayes,POLICE OFFICER 4,Terminated,2007-05-13,M,Black / African American,1998-02-15,FOB - Field Operations Bureau,NULL,7078,Commissioned,NULL
2840,Izaiah,R,Kreiger,POLICE OFFICER 4,Retired,2012-08-12,M,White,1987-12-06,MSB - Management Service Bureau,NULL,8378,Commissioned,NULL
2839,Christelle,O,Koch,POLICE OFFICER 4,Active,NULL,F,Black / African American,2002-10-13,FOB - Field Operations Bureau,NULL,15102,Commissioned,746
2838,Eli,R,Shanahan,POLICE OFFICER 4,Terminated,2002-06-30,F,Black / African American,1987-11-08,MSB - Management Service Bureau,NULL,8752,Commissioned,NULL
2837,Rosario,G,Gleason,POLICE OFFICER 4,Retired,2006-06-11,F,Black / African American,1987-02-22,MSB - Management Service Bureau,NULL,7438,Commissioned,NULL
2836,Laila,O,Bergstrom,POLICE OFFICER 4,Retired,2013-06-16,F,Black / African American,1997-12-14,MSB - Management Service Bureau,NULL,8798,Commissioned,3481
2835,Xavier,S,Hane,POLICE TECHNICAL SPECIALIST,Active,2009-11-08,M,Black / African American,1980-11-16,MSB - Management Service Bureau,NULL,8634,Commissioned,NULL
2834,Darlene,T,Rogahn,POLICE OFFICER 4,Active,NULL,M,Black / African American,2000-07-10,FOB - Field Operations Bureau,Eighth District,12545,Commissioned,2817
2833,Joannie,J,Wiza,POLICE OFFICER 4,Active,NULL,F,Black / African American,1998-04-26,MSB - Management Service Bureau,NULL,10135,Commissioned,1467
2832,Lila,E,Kemmer,"OFFICE ASSISTANT, TRAINEE",Terminated,2013-07-28,F,Black / African American,1985-02-10,MSB - Management Service Bureau,NULL,7950,Commissioned,NULL
2831,Chad,J,Smith,POLICE OFFICER 4,Active,NULL,F,Black / African American,1997-06-22,MSB - Management Service Bureau,NULL,10420,Commissioned,3464
